Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750049,76.4012212,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750049,76.4012212,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750049,76.4012212,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750049,76.4012212,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Phills Hub EVCS - ChargeMOD,Pathanamthitta,Kerala,9.316652369,76.80090227,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378119,77.06996856,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378119,77.06996856,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378119,77.06996856,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378119,77.06996856,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EVOK Pathanamthitta - ChargeMOD,Pathanamthitta,Kerala,9.306222052,76.80366578,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Green Plug EVCS - ChargeMOD,Chengannur,Kerala,9.271844657,76.65508789,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
PTC Arcade - ChargeMOD,Chengannur,Kerala,9.301293402,76.63077878,ChargeMod (IN),Public - Membership Required,CCS (Type 2),90
PTC Arcade - ChargeMOD,Chengannur,Kerala,9.301293402,76.63077878,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Muzhangodayil EVCS - ChargeMOD,Harippad,,9.251673853,76.48723264,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Askar EV - ChargeMOD,Mavelikkara,Kerala,9.23250558,76.53790278,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25
Anaswara Jewellers EVCS - ChargeMOD,Konni,Kerala,9.229128424,76.84839128,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EQ Power Buzz EVCS - ChargeMOD,Paranthal,Kerala,9.187183741,76.7092955,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25
EQ Power Buzz EVCS - ChargeMOD,Paranthal,Kerala,9.187183741,76.7092955,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Adhithya Green Power - ChargeMOD,Paranthal,Kerala,9.180307946,76.70896676,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
SR Auto Zone - ChargeMOD,Adoor,Kerala,9.162499405,76.71051678,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Artemis EV Super Charger - ChargeMOD,Mavelikkara,Kerala,9.198881109,76.6001765,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Artemis EV Super Charger - ChargeMOD,Mavelikkara,Kerala,9.198881109,76.6001765,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Royale Regency (EVOK) - ChargeMOD,Ochira,Kerala,9.130625595,76.51429714,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Delight Launch Cafe - ChargeMOD,Kottarakkara,Kerala,9.059350297,76.76600397,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Delight Launch Cafe - ChargeMOD,Kottarakkara,Kerala,9.059350297,76.76600397,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Ente Veedu Interior (EVOK) - ChargeMOD,Kottarakkara,Kerala,9.03035187,76.78219777,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thenmala EVOK - ChargeMOD,Thenmala,Kerala,8.966824196,77.05562963,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Plug N Pay EVCS - ChargeMOD,Odanavattom,Kerala,8.93504521,76.77241548,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.957185858,76.67133653,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.957185858,76.67133653,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.957185858,76.67133653,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.957185858,76.67133653,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Sree Suprabhatham - ChargeMOD,Kollam,Kerala,8.926969524,76.55280315,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Bishop Jerome Nagar (EVOK) EVCS - ChargeMOD,Chinnakkada,Kerala,8.887577414,76.58843661,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Bishop Jerome Nagar (EVOK) EVCS - ChargeMOD,Chinnakkada,Kerala,8.887577414,76.58843661,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
VOX Xpress Wash (EVOK) - ChargeMOD,Kollam,Kerala,8.873868016,76.64100893,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EVOK Charging Stattion - ChargeMOD,Parippalli,Kerala,8.819673868,76.75363731,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Plug N Pay EVCS,Kottarakkara,Kerala,8.935694035,76.85104921,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Plug N Pay EVCS,Kottarakkara,Kerala,8.935694035,76.85104921,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095,76.66887781,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095,76.66887781,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095,76.66887781,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095,76.66887781,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987764,76.84839779,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987764,76.84839779,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987764,76.84839779,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987764,76.84839779,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933841,76.94198426,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933841,76.94198426,ChargeMod (IN),Public - Membership Required,CHAdeMO,60
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933841,76.94198426,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,3.3
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527,76.93968818,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527,76.93968818,ChargeMod (IN),Public - Membership Required,CHAdeMO,15
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527,76.93968818,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,3.3
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.7952321,75.4902189,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.7952321,75.4902189,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.7952321,75.4902189,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.58636489,75.59322034,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.58636489,75.59322034,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.58636489,75.59322034,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506931,76.22228328,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506931,76.22228328,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506931,76.22228328,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.98925926,76.53701214,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.98925926,76.53701214,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.98925926,76.53701214,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955,76.51291823,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955,76.51291823,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955,76.51291823,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.78101644,76.27832766,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.78101644,76.27832766,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.78101644,76.27832766,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.60158189,76.21488231,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.60158189,76.21488231,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.60158189,76.21488231,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.69295155,76.72626208,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.69295155,76.72626208,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.69295155,76.72626208,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056509,76.97740371,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056509,76.97740371,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056509,76.97740371,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.976988501,76.27781052,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.976988501,76.27781052,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.976988501,76.27781052,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,15
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.976988501,76.27781052,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149085,76.33300324,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149085,76.33300324,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149085,76.33300324,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788692,76.74875398,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788692,76.74875398,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788692,76.74875398,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,20
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702,76.91264314,EESL (IN),Public - Membership Required,CCS (Type 2),60
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702,76.91264314,EESL (IN),Public - Membership Required,CHAdeMO,60
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702,76.91264314,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,15
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702,76.91264314,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Apco Hyundai - ChargeZone,Chengala,Kerala,12.50891488,75.04478426,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Apco Hyundai - ChargeZone,Chengala,Kerala,12.50891488,75.04478426,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Thiruvangoor EV Fast Charging Station - ChargeMOD,Kozhikode,Kerala,11.38282724,75.7359365,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
MB#Bridgeway Motors - ChargeZone,Kozhikode,Kerala,11.28249895,75.7695995,Chargezone (India),Public - Membership Required,CCS (Type 2),30
MB#Bridgeway Motors - ChargeZone,Kozhikode,Kerala,11.28249895,75.7695995,Chargezone (India),Public - Membership Required,CCS (Type 2),30
KVR Hyundai - ChargeZone,Kozhikode,Kerala,11.27997831,75.7704806,Chargezone (India),Public - Membership Required,CCS (Type 2),30
KVR Hyundai - ChargeZone,Kozhikode,Kerala,11.27997831,75.7704806,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Grand Hyundai - ChargeZone,Palakkad,Kerala,10.79047661,76.65111939,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Grand Hyundai - ChargeZone,Palakkad,Kerala,10.79047661,76.65111939,Chargezone (India),Public - Membership Required,CCS (Type 2),30
MB#Bridgeway Motors - ChargeZone,Thrissur,Kerala,10.47104712,76.25745903,Chargezone (India),Public - Membership Required,CCS (Type 2),30
MB#Bridgeway Motors - ChargeZone,Thrissur,Kerala,10.47104712,76.25745903,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Kochi Marriot Hotel,Kochi,Kerala,10.02982815,76.30813431,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Kochi Marriot Hotel,Kochi,Kerala,10.02982815,76.30813431,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Le Meridien - ChargeZone,Ernakulam,Kerala,9.933863177,76.31687406,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Le Meridien - ChargeZone,Ernakulam,Kerala,9.933863177,76.31687406,Chargezone (India),Public - Membership Required,CCS (Type 2),30
MB#Coastal Star - ChargeZone,Ernakulam,Kerala,9.92299022,76.31768925,Chargezone (India),Public - Membership Required,CCS (Type 2),90
MB#Coastal Star - ChargeZone,Ernakulam,Kerala,9.92299022,76.31768925,Chargezone (India),Public - Membership Required,CCS (Type 2),90
GreenVeel - ChargeZone,Muvattupuzha,Kerala,9.973783778,76.60069409,Chargezone (India),Public - Membership Required,CCS (Type 2),30
GreenVeel - ChargeZone,Idukki,Kerala,9.89254828,76.71189442,Chargezone (India),Public - Membership Required,CCS (Type 2),30
GreenVeel - ChargeZone,Idukki,Kerala,9.89254828,76.71189442,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Athirampuzha - ChargeZone,Kottayam,Kerala,9.661688306,76.55113746,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Athirampuzha - ChargeZone,Kottayam,Kerala,9.661688306,76.55113746,Chargezone (India),Public - Membership Required,CCS (Type 2),30
SS Hyundai - ChargeZone,Pathanamthitta,Kerala,9.277744925,76.75468311,Chargezone (India),Public - Membership Required,CCS (Type 2),30
SS Hyundai - ChargeZone,Pathanamthitta,Kerala,9.277744925,76.75468311,Chargezone (India),Public - Membership Required,CCS (Type 2),30
GDM Auditorium - ChargeZone,Kayamkulam,Kerala,9.169962389,76.49808792,Chargezone (India),Public - Membership Required,CCS (Type 2),30
GDM Auditorium - ChargeZone,Kayamkulam,Kerala,9.169962389,76.49808792,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Hotel Indraprastha - ChargeZone,Karunagappalli,Kerala,9.052355042,76.53546081,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Hotel Indraprastha - ChargeZone,Karunagappalli,Kerala,9.052355042,76.53546081,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Best EVCS - ChargeMOD,Karunagappalli,Kerala,9.046053009,76.53663078,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427161,76.61486887,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427161,76.61486887,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427161,76.61486887,Chargezone (India),Public - Membership Required,CEE 3 Pin,3.3
Chungath Sprise Hyundai - ChargeZone,Kollam,Kerala,8.911104862,76.62735316,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Chungath Sprise Hyundai - ChargeZone,Kollam,Kerala,8.911104862,76.62735316,Chargezone (India),Public - Membership Required,CCS (Type 2),30
KVE Charge - Charge-Zone,Varkkala,Kerala,8.737548356,76.70789801,Chargezone (India),Public - Membership Required,CCS (Type 2),30
KVE Charge - Charge-Zone,Varkkala,Kerala,8.737548356,76.70789801,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Marvel Paints - ChargeZone,Thiruvananthapuram ,Kerala,8.535706208,76.96526204,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Marvel Paints - ChargeZone,Thiruvananthapuram ,Kerala,8.535706208,76.96526204,Chargezone (India),Public - Membership Required,CCS (Type 2),30
Raj Residency - Zeon,Kanhangad,Kerala,12.30424174,75.09704178,Zeon Charging,Public - Membership Required,CCS (Type 2),50
Koodali SCB,Kannur,Kerala,11.9270166,75.50042206,Zeon Charging,Public - Membership Required,CCS (Type 2),30
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.78788559,75.53302105,Zeon Charging,Public - Membership Required,CCS (Type 2),30
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.78788559,75.53302105,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.78788559,75.53302105,Zeon Charging,Public - Membership Required,CEE 3 Pin,3.3
Down Town Mall - Zeon,Thalasseri,Kerala,11.74512339,75.49541917,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Issacs Centre Square - Zeon,Sulthan Batheri,Kerala,11.66124226,76.25568142,(Unknown Operator),Public - Membership Required,CCS (Type 2),24
Great Trails Wayanad by GRT Hotels,Kalpetta,Kerala,11.63045584,76.01814584,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Nesto Hypermarket - Zeon,Kalpetta,Kerala,11.60311373,76.08314904,Zeon Charging,Public - Membership Required,CCS (Type 2),24
HiLite Mall - Zeon,Kozhikode,Kerala,11.24810247,75.83413592,Zeon Charging,Public - Membership Required,CCS (Type 2),120
HiLite Mall - Zeon,Kozhikode,Kerala,11.24810247,75.83413592,Zeon Charging,Public - Membership Required,CCS (Type 2),60
HiLite Business Park - Zeon,Kozhikode,Kerala,11.24701616,75.83467864,Zeon Charging,Public - Membership Required,CCS (Type 2),60
HiLite Business Park - Zeon,Kozhikode,Kerala,11.24701616,75.83467864,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Nesto Hypermarket - Zeon,Kottakkal,Kerala,10.99573941,75.99210994,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Club Sulaimani - Zeon,Kottakkal,Kerala,10.98386743,75.9980295,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Nesto Hypermarket Zeon,Thirur,Kerala,10.90772625,75.92032568,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Emirates Mall - Zeon,Edappal,Kerala,10.78602051,76.00816182,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Hotel Devaragam,Guruvayur,Kerala,10.59562258,76.04459843,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Nesto Hypermarket,Thrissur,Kerala,10.53992625,76.19288758,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Dream City Convention Center,Pattikkad,Kerala,10.55587199,76.32282252,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Chennai Ananda Bhavan,Thrissur,Kerala,10.5127597,76.25891675,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Hilite Mall,Thrissur,Kerala,10.49548871,76.25680253,Zeon Charging,Public - Membership Required,CCS (Type 2),120
Hilite Mall,Thrissur,Kerala,10.49548871,76.25680253,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Hilite Mall,Thrissur,Kerala,10.49548871,76.25680253,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Mughal Mall,Kodungallur,Kerala,10.23131902,76.1972431,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Maxx Inn M Star,Angamaly,Kerala,10.22272376,76.37569774,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Club Mahindra Resort - Cherai Beach,Cherai,Kerala,10.137094,76.18028953,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Club Mahindra Resort - Cherai Beach,Cherai,Kerala,10.137094,76.18028953,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Grand Mall,Edappalli,Kerala,10.02416042,76.30871193,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Grand Mall,Edappalli,Kerala,10.02416042,76.30871193,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Gokul Oottupura Restaurant,Edappalli,Kerala,10.01114482,76.31249741,Zeon Charging,Public - Membership Required,CCS (Type 2),50
Brunton Boatyard,Cochin,Kerala,9.968304525,76.24570948,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Casino Hotel,Kochi,Kerala,9.961431244,76.26949095,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22
Hotel Ganga Grand,Moovattupuzha,Kerala,9.981770566,76.57830423,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Eden Wood Resorts,Munnar,Kerala,10.02567632,77.05377106,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Club Mahindra Aleppey Resort,Arookutty,Kerala,9.859751104,76.33582417,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Club Mahindra Aleppey Resort,Arookutty,Kerala,9.859751104,76.33582417,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
CGH Marari Beach,Mararikulam,Kerala,9.596033619,76.30277024,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22
Cassia Restaurant,Alappuzha,Kerala,9.518713883,76.32748515,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Hotel Aida,Kottayam,Kerala,9.582880476,76.52168622,Zeon Charging,Public - Membership Required,CCS (Type 2),50
The Windsor Castle Hotel,Kottayam,Kerala,9.5715482,76.51936941,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Club Mahindra Resort - Thekkadi,Kumali,Kerala,9.60343667,77.17154785,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
Club Mahindra Resort - Thekkadi,Kumali,Kerala,9.60343667,77.17154785,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22
RD Cinemas,Mundakkayam,Kerala,9.544093022,76.87733542,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Kanthari Restaurants,Changanassery,Kerala,9.45516547,76.54242382,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Mannil Green Solutions,Mavelikkara,Kerala,9.283238234,76.53084011,Zeon Charging,Public - Membership Required,CCS (Type 2),60
Phills Hub - Zeon,Pathanamthitta,Kerala,9.316719271,76.80097102,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Wyte Portico Hotel,Adoor,Kerala,9.161947572,76.72149631,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.898682096,76.74213825,Zeon Charging,Public - Membership Required,CCS (Type 2),30
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.898682096,76.74213825,Zeon Charging,Public - Membership Required,CCS (Type 2),30
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.898682096,76.74213825,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.898682096,76.74213825,Zeon Charging,Public - Membership Required,CEE 3 Pin,3.3
N and N Station,Kottiyam,Kerala,8.864731077,76.66048322,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
N and N Station,Kottiyam,Kerala,8.864731077,76.66048322,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Amma Veedu Restaurent,Ayoor,Kerala,8.930368465,76.85381998,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
DM Charging,Parippilli,Kerala,8.812579175,76.75675171,Zeon Charging,Public - Membership Required,CCS (Type 2),60
New Indraprastha (EVOK) EVCS,Kallambalam,Kerala,8.792020363,76.770632,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vazhiyorakkada Hotel,KIlimamoor,Kerala,8.785763002,76.88370044,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Astro Burgers,Attingal,Kerala,8.687607888,76.82992395,Zeon Charging,Public - Membership Required,CCS (Type 2),24
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192,76.83499833,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192,76.83499833,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192,76.83499833,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kerala EV Vembayam,Thiruvananthapuram ,Kerala,8.651754842,76.9279797,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Kerala EV Vembayam,Thiruvananthapuram ,Kerala,8.651754842,76.9279797,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
